profile_id,worker_id,raw_description,embedding,created_at
1222,1222,Experienced plumber with 8 years of experience. Speaks Hindi. Available to travel up to 15 km. Current rating is 4.71.,,2025-04-30
1223,1223,Experienced tree trimming with 14 years of experience. Speaks Malayalam. Available to travel up to 16 km. Current rating is 3.58.,,2025-02-20
1224,1224,Experienced brick work with 13 years of experience. Speaks Kannada. Available to travel up to 25 km. Current rating is 4.88.,,2025-02-16
1225,1225,Experienced hair stylist with 17 years of experience. Speaks Telugu. Available to travel up to 5 km. Current rating is 4.35.,,2025-04-22
1226,1226,Experienced leak detection with 3 years of experience. Speaks Hindi. Available to travel up to 8 km. Current rating is 4.91.,,2025-06-20
1227,1227,Experienced carpenter with 0 years of experience. Speaks Malayalam. Available to travel up to 28 km. Current rating is 4.75.,,2025-08-10
1228,1228,Experienced interior painting with 12 years of experience. Speaks Malayalam. Available to travel up to 50 km. Current rating is 4.09.,,2025-09-16
1229,1229,Experienced lawn maintenance with 12 years of experience. Speaks Kannada. Available to travel up to 40 km. Current rating is 3.59.,,2025-10-26
1230,1230,Experienced microwave repair with 1 years of experience. Speaks Kannada. Available to travel up to 8 km. Current rating is 4.22.,,2025-09-14
1231,1231,Experienced house wiring with 7 years of experience. Speaks English. Available to travel up to 37 km. Current rating is 4.45.,,2025-11-27
1232,1232,Experienced driver with 2 years of experience. Speaks Telugu. Available to travel up to 42 km. Current rating is 4.09.,,2025-04-07
1233,1233,Experienced furniture assembly with 18 years of experience. Speaks Hindi. Available to travel up to 36 km. Current rating is 3.6.,,2025-12-17
1234,1234,Experienced washing machine repair with 6 years of experience. Speaks Tamil. Available to travel up to 33 km. Current rating is 3.94.,,2025-02-19
1235,1235,Experienced cook with 19 years of experience. Speaks Telugu. Available to travel up to 9 km. Current rating is 4.93.,,2025-10-23
1236,1236,Experienced furniture assembly with 5 years of experience. Speaks Telugu. Available to travel up to 46 km. Current rating is 3.53.,,2025-04-17
1237,1237,Experienced bathroom fitting with 3 years of experience. Speaks English. Available to travel up to 45 km. Current rating is 3.74.,,2025-06-19
1238,1238,Experienced switch repair with 7 years of experience. Speaks English. Available to travel up to 48 km. Current rating is 4.36.,,2025-03-16
1239,1239,Experienced wall painting with 14 years of experience. Speaks Malayalam. Available to travel up to 26 km. Current rating is 4.66.,,2025-01-08
1240,1240,Experienced packers with 8 years of experience. Speaks Tamil. Available to travel up to 22 km. Current rating is 4.77.,,2025-08-19
1241,1241,Experienced mason with 2 years of experience. Speaks Kannada. Available to travel up to 39 km. Current rating is 3.52.,,2025-06-15
1242,1242,Experienced microwave repair with 13 years of experience. Speaks Telugu. Available to travel up to 20 km. Current rating is 4.61.,,2025-03-02
1243,1243,Experienced tailor with 18 years of experience. Speaks Hindi. Available to travel up to 25 km. Current rating is 3.65.,,2025-10-24
1244,1244,Experienced tile installation with 12 years of experience. Speaks Kannada. Available to travel up to 21 km. Current rating is 4.11.,,2025-09-17
1245,1245,Experienced brick work with 9 years of experience. Speaks Malayalam. Available to travel up to 20 km. Current rating is 4.42.,,2025-06-26
1246,1246,Experienced ac technician with 3 years of experience. Speaks Hindi. Available to travel up to 7 km. Current rating is 3.9.,,2025-11-10
1247,1247,Experienced microwave repair with 0 years of experience. Speaks Telugu. Available to travel up to 11 km. Current rating is 4.13.,,2025-11-18
1248,1248,Experienced electrician with 14 years of experience. Speaks Telugu. Available to travel up to 24 km. Current rating is 3.96.,,2025-03-09
1249,1249,Experienced washing machine repair with 1 years of experience. Speaks Telugu. Available to travel up to 40 km. Current rating is 4.09.,,2025-06-21
1250,1250,Experienced cloth stitching with 19 years of experience. Speaks Kannada. Available to travel up to 40 km. Current rating is 4.36.,,2025-03-20
1251,1251,Experienced ac technician with 15 years of experience. Speaks Kannada. Available to travel up to 39 km. Current rating is 3.78.,,2025-05-19
1252,1252,Experienced tile installation with 18 years of experience. Speaks English. Available to travel up to 36 km. Current rating is 3.62.,,2025-01-05
1253,1253,Experienced bathroom cleaning with 5 years of experience. Speaks Telugu. Available to travel up to 33 km. Current rating is 4.54.,,2025-05-06
1254,1254,Experienced light installation with 1 years of experience. Speaks Kannada. Available to travel up to 21 km. Current rating is 3.91.,,2025-07-01
1255,1255,Experienced security guard with 5 years of experience. Speaks Malayalam. Available to travel up to 32 km. Current rating is 4.52.,,2025-05-24
1256,1256,Experienced bathroom cleaning with 9 years of experience. Speaks Tamil. Available to travel up to 6 km. Current rating is 3.81.,,2025-12-18
1257,1257,Experienced house cleaning with 1 years of experience. Speaks Tamil. Available to travel up to 7 km. Current rating is 4.91.,,2025-07-28
1258,1258,Experienced movers with 15 years of experience. Speaks Tamil. Available to travel up to 10 km. Current rating is 4.1.,,2025-07-17
1259,1259,Experienced door repair with 17 years of experience. Speaks Kannada. Available to travel up to 41 km. Current rating is 3.53.,,2025-09-01
1260,1260,Experienced alteration with 5 years of experience. Speaks Hindi. Available to travel up to 29 km. Current rating is 4.95.,,2025-02-21
1261,1261,Experienced wood polishing with 14 years of experience. Speaks Malayalam. Available to travel up to 11 km. Current rating is 3.51.,,2025-10-11
1262,1262,Experienced light installation with 12 years of experience. Speaks Telugu. Available to travel up to 19 km. Current rating is 4.4.,,2025-03-11
1263,1263,Experienced bathroom cleaning with 3 years of experience. Speaks English. Available to travel up to 15 km. Current rating is 3.91.,,2025-05-23
1264,1264,Experienced water tank installation with 8 years of experience. Speaks Tamil. Available to travel up to 49 km. Current rating is 4.52.,,2025-09-05
1265,1265,Experienced makeup artist with 13 years of experience. Speaks Malayalam. Available to travel up to 44 km. Current rating is 4.2.,,2025-01-30
1266,1266,Experienced fan installation with 18 years of experience. Speaks Telugu. Available to travel up to 44 km. Current rating is 3.66.,,2025-12-12
1267,1267,Experienced lawn maintenance with 14 years of experience. Speaks Hindi. Available to travel up to 21 km. Current rating is 4.08.,,2025-07-12
1268,1268,Experienced fan installation with 7 years of experience. Speaks English. Available to travel up to 30 km. Current rating is 4.72.,,2025-08-06
1269,1269,Experienced plumber with 19 years of experience. Speaks Malayalam. Available to travel up to 12 km. Current rating is 4.12.,,2025-04-26
1270,1270,Experienced hair stylist with 2 years of experience. Speaks Hindi. Available to travel up to 23 km. Current rating is 4.27.,,2025-07-31
1271,1271,Experienced beautician with 18 years of experience. Speaks Telugu. Available to travel up to 18 km. Current rating is 4.83.,,2025-05-06
1272,1272,Experienced carpenter with 9 years of experience. Speaks Kannada. Available to travel up to 12 km. Current rating is 3.85.,,2025-12-03
1273,1273,Experienced water tank installation with 11 years of experience. Speaks Telugu. Available to travel up to 16 km. Current rating is 4.12.,,2025-05-18
1274,1274,Experienced alteration with 8 years of experience. Speaks English. Available to travel up to 34 km. Current rating is 4.44.,,2025-06-04
1275,1275,Experienced ac technician with 5 years of experience. Speaks Malayalam. Available to travel up to 20 km. Current rating is 4.51.,,2025-05-09
1276,1276,Experienced wood polishing with 6 years of experience. Speaks English. Available to travel up to 18 km. Current rating is 3.79.,,2025-10-02
1277,1277,Experienced tv repair with 11 years of experience. Speaks English. Available to travel up to 22 km. Current rating is 4.97.,,2025-04-13
1278,1278,Experienced deep cleaning with 10 years of experience. Speaks Telugu. Available to travel up to 45 km. Current rating is 4.38.,,2025-07-27
1279,1279,Experienced interior painting with 4 years of experience. Speaks Malayalam. Available to travel up to 16 km. Current rating is 4.35.,,2025-05-02
1280,1280,Experienced light installation with 7 years of experience. Speaks Malayalam. Available to travel up to 33 km. Current rating is 4.91.,,2025-05-24
1281,1281,Experienced fan installation with 7 years of experience. Speaks Tamil. Available to travel up to 40 km. Current rating is 4.09.,,2025-11-06
1282,1282,Experienced water tank installation with 15 years of experience. Speaks Tamil. Available to travel up to 47 km. Current rating is 4.71.,,2025-02-23
1283,1283,Experienced makeup artist with 4 years of experience. Speaks Telugu. Available to travel up to 22 km. Current rating is 3.75.,,2025-12-04
1284,1284,Experienced tile installation with 17 years of experience. Speaks English. Available to travel up to 18 km. Current rating is 4.23.,,2025-07-10
1285,1285,Experienced hair stylist with 16 years of experience. Speaks English. Available to travel up to 39 km. Current rating is 4.96.,,2025-07-12
1286,1286,Experienced makeup artist with 1 years of experience. Speaks Hindi. Available to travel up to 30 km. Current rating is 4.01.,,2025-05-18
1287,1287,Experienced deep cleaning with 10 years of experience. Speaks Telugu. Available to travel up to 18 km. Current rating is 4.22.,,2025-07-14
1288,1288,Experienced kitchen cleaning with 17 years of experience. Speaks Telugu. Available to travel up to 19 km. Current rating is 4.02.,,2025-09-02
1289,1289,Experienced catering with 10 years of experience. Speaks English. Available to travel up to 24 km. Current rating is 4.05.,,2025-02-19
1290,1290,Experienced tree trimming with 4 years of experience. Speaks Malayalam. Available to travel up to 28 km. Current rating is 4.32.,,2025-05-09
1291,1291,Experienced ac repair with 13 years of experience. Speaks Hindi. Available to travel up to 44 km. Current rating is 4.15.,,2025-10-18
1292,1292,Experienced plumber with 11 years of experience. Speaks Malayalam. Available to travel up to 30 km. Current rating is 4.07.,,2025-10-06
1293,1293,Experienced lawn maintenance with 3 years of experience. Speaks Kannada. Available to travel up to 31 km. Current rating is 3.79.,,2025-03-07
1294,1294,Experienced brick work with 12 years of experience. Speaks Kannada. Available to travel up to 22 km. Current rating is 3.7.,,2025-12-21
1295,1295,Experienced pipe repair with 13 years of experience. Speaks English. Available to travel up to 36 km. Current rating is 3.76.,,2025-11-11
1296,1296,Experienced hair stylist with 13 years of experience. Speaks Kannada. Available to travel up to 38 km. Current rating is 4.92.,,2025-08-07
1297,1297,Experienced wood polishing with 16 years of experience. Speaks Tamil. Available to travel up to 14 km. Current rating is 4.67.,,2025-09-13
1298,1298,Experienced house cleaning with 18 years of experience. Speaks Hindi. Available to travel up to 38 km. Current rating is 4.85.,,2025-06-05
1299,1299,Experienced microwave repair with 12 years of experience. Speaks Tamil. Available to travel up to 35 km. Current rating is 4.63.,,2025-11-06
1300,1300,Experienced house wiring with 20 years of experience. Speaks Telugu. Available to travel up to 32 km. Current rating is 3.67.,,2025-04-01
1301,1301,Experienced painter with 12 years of experience. Speaks Kannada. Available to travel up to 49 km. Current rating is 3.64.,,2025-12-15
1302,1302,Experienced brick work with 16 years of experience. Speaks English. Available to travel up to 43 km. Current rating is 3.93.,,2025-03-25
