job_id,employer_id,title,description,budget,status,location_id,posted_at
692,286,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,7830,Open,610,2025-01-24
693,225,Need Gardener,Looking for an experienced gardener to provide gardening services.,7781,Open,170,2025-06-22
694,347,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,740,Open,376,2026-01-01
695,168,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,3241,Cancelled,712,2025-05-07
696,141,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,8747,Completed,778,2025-12-06
697,140,Need Cook,Looking for an experienced cook to provide cooking services.,1734,Completed,238,2025-03-13
698,36,Need Wood Polishing,Looking for an experienced wood polishing to provide carpentry services.,1736,Open,544,2025-08-20
699,370,Need Alteration,Looking for an experienced alteration to provide tailoring services.,1307,Open,150,2025-07-08
700,93,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,5497,Open,382,2025-11-09
701,356,Need Hair Stylist,Looking for an experienced hair stylist to provide beauty services.,7719,Open,374,2025-06-21
702,158,Need Electrician,Looking for an experienced electrician to provide electrical services.,6159,Completed,87,2025-11-05
703,252,Need Movers,Looking for an experienced movers to provide moving services services.,6429,Open,629,2025-08-09
704,419,Need Cook,Looking for an experienced cook to provide cooking services.,6423,Completed,679,2025-12-01
705,170,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,2306,Open,492,2025-07-06
706,56,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,1822,Open,450,2025-10-19
707,379,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,3351,Assigned,27,2025-06-08
708,18,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,1545,Completed,732,2025-05-16
709,218,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,641,Assigned,99,2025-05-25
710,163,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,7622,Completed,144,2025-09-09
711,458,Need Security Guard,Looking for an experienced security guard to provide security services.,7897,Cancelled,574,2025-06-23
712,227,Need Gardener,Looking for an experienced gardener to provide gardening services.,7763,Completed,26,2025-08-12
713,201,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,1092,Cancelled,130,2025-04-10
714,215,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,7106,Completed,287,2025-12-17
715,372,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,2393,Open,71,2025-01-28
716,388,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,6922,Completed,59,2025-07-02
717,404,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,5284,Completed,612,2025-04-27
718,268,Need Plumber,Looking for an experienced plumber to provide plumbing services.,8355,Open,126,2025-10-01
719,83,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,1748,Assigned,641,2025-11-09
720,408,Need Packers,Looking for an experienced packers to provide moving services services.,8649,Completed,175,2025-06-05
721,32,Need Painter,Looking for an experienced painter to provide painting services.,6323,Assigned,73,2025-05-04
722,87,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,7948,Open,503,2025-11-21
723,329,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,6318,Open,733,2025-09-10
724,190,Need Driver,Looking for an experienced driver to provide driving services.,9134,Completed,545,2025-08-01
725,92,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,9942,Assigned,473,2025-09-27
726,419,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,8970,Open,559,2025-06-24
727,30,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,2330,Open,12,2025-05-02
728,45,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,4290,Assigned,314,2025-07-22
729,267,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,6881,Open,249,2025-07-12
730,85,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,8652,Open,393,2025-03-25
731,240,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,4859,Assigned,341,2025-11-26
732,402,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,1725,Completed,617,2025-12-22
733,56,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,9962,Open,755,2025-07-06
734,394,Need AC Repair,Looking for an experienced ac repair to provide hvac services.,3745,Open,733,2025-03-11
735,196,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,5559,Assigned,529,2025-12-03
736,169,Need Light Installation,Looking for an experienced light installation to provide electrical services.,5269,Assigned,93,2025-10-25
737,367,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,3729,Completed,187,2025-02-26
738,202,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,6473,Assigned,272,2025-08-04
739,101,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,3533,Open,48,2025-12-05
740,241,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,6392,Completed,617,2025-09-30
741,408,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,2154,Open,426,2025-05-19
742,12,Need Packers,Looking for an experienced packers to provide moving services services.,4056,Assigned,17,2025-07-21
743,281,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,989,Open,730,2025-01-08
744,16,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,1858,Assigned,148,2025-08-07
745,440,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,9162,Completed,500,2025-03-20
746,215,Need Plumber,Looking for an experienced plumber to provide plumbing services.,9421,Assigned,561,2025-02-27
747,9,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,3545,Open,488,2025-03-07
748,351,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,9135,Open,684,2025-08-19
749,311,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,6568,Completed,757,2025-11-08
750,462,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,1411,Open,622,2025-06-03
751,335,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,5890,Open,241,2025-07-03
752,228,Need Driver,Looking for an experienced driver to provide driving services.,4555,Open,272,2025-06-22
753,437,Need Mason,Looking for an experienced mason to provide construction services.,1241,Completed,714,2025-02-17
754,306,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,3624,Completed,318,2025-06-19
755,461,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,9603,Completed,307,2025-08-03
756,88,Need Lawn Maintenance,Looking for an experienced lawn maintenance to provide gardening services.,3422,Completed,463,2025-02-03
757,60,Need Driver,Looking for an experienced driver to provide driving services.,6697,Assigned,391,2025-03-01
758,140,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,9758,Open,668,2025-03-12
759,246,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,743,Open,729,2025-12-20
760,273,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,1844,Open,214,2025-06-01
761,458,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,2986,Assigned,481,2025-08-25
762,395,Need House Wiring,Looking for an experienced house wiring to provide electrical services.,2482,Cancelled,350,2025-12-23
763,499,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,3678,Open,332,2025-08-29
764,280,Need Bathroom Fitting,Looking for an experienced bathroom fitting to provide plumbing services.,858,Open,786,2025-10-09
765,240,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,3004,Open,58,2025-01-13
766,218,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,8391,Open,533,2025-01-28
767,209,Need Light Installation,Looking for an experienced light installation to provide electrical services.,2248,Open,366,2025-06-12
768,345,Need Cook,Looking for an experienced cook to provide cooking services.,9161,Completed,247,2025-11-17
769,9,Need Cook,Looking for an experienced cook to provide cooking services.,5941,Open,6,2025-09-03
770,61,Need Movers,Looking for an experienced movers to provide moving services services.,7900,Completed,276,2025-01-05
771,380,Need Gardener,Looking for an experienced gardener to provide gardening services.,5474,Completed,639,2025-07-19
772,225,Need Alteration,Looking for an experienced alteration to provide tailoring services.,2334,Assigned,725,2025-04-30
